cell_id,week_index,ite,ite_lo,ite_hi,depth_zone,bathymetry,vessel_density,dvm_amplitude,is_treated,is_post_covid
CELL_041,121,-0.35066802311003514,-0.3521813060735428,-0.34915474014652736,shallow,497.1,16.093,-4.651,1,1
CELL_042,121,-0.3499996022780797,-0.35181031871584995,-0.34818888584030966,shallow,220.6,15.869,-4.1288,1,1
CELL_043,121,-0.3488970206689996,-0.3502398162609499,-0.34755422507704925,mid,745.6,7.686,-1.6837,1,1
CELL_044,121,-0.3502959652211313,-0.3512438843611577,-0.34934804608110515,shallow,355.3,7.178,-0.9657,1,1
CELL_045,121,-0.34961361413355635,-0.3520965653654196,-0.3471306629016932,mid,597.5,16.438,-4.7924,1,1
CELL_046,121,-0.3506019997819797,-0.3520733855301578,-0.3491306140338016,shallow,387.0,11.504,-2.2862,1,1
CELL_047,121,-0.3495927629409285,-0.35175949932987094,-0.34742602655198573,mid,512.0,16.754,-4.0507,1,1
CELL_048,121,-0.34986170423824325,-0.3521734283606605,-0.34754998011582566,mid,528.0,19.627,-5.2673,1,1
CELL_049,121,-0.35035204624157,-0.3512333388460007,-0.3494707536371393,shallow,310.9,11.264,-2.087,1,1
CELL_050,121,-0.3514609598359167,-0.35597338230355907,-0.3469485373682742,deep,3706.5,4.393,-1.0376,0,1
CELL_051,121,-0.35031712956421185,-0.35163734659216733,-0.3489969125362565,deep,1566.6,4.239,-0.4122,0,1
CELL_052,121,-0.3500925743554109,-0.3514859564856973,-0.3486991922251244,mid,1263.7,3.617,0.1871,0,1
CELL_053,121,-0.3503260074446639,-0.3514277212539134,-0.3492242936354144,deep,2366.2,3.072,0.2822,0,1
CELL_054,121,-0.352741733079103,-0.3567475697433156,-0.3487358964148904,deep,3954.1,3.847,-0.6197,0,1
CELL_055,121,-0.3503338583896273,-0.3526737701400765,-0.3479939466391785,deep,1574.6,2.867,0.0198,0,1
CELL_056,121,-0.3503086007677662,-0.35166159115047213,-0.3489556103850604,deep,2950.8,1.216,0.6798,0,1
CELL_057,121,-0.3487044034432754,-0.3521175877934162,-0.3452912190931343,deep,3237.2,4.494,-0.3916,0,1
CELL_058,121,-0.3500951957934156,-0.3512767084118926,-0.34891368317493876,deep,1560.4,7.196,-1.1786,0,1
CELL_059,121,-0.3490546183722033,-0.3524099710285542,-0.3456992657158523,deep,3130.3,2.686,-0.4832,0,1
CELL_060,121,-0.35038673860005504,-0.3521445234933584,-0.34862895370675134,deep,1976.9,2.912,0.3858,0,1
CELL_061,121,-0.3503600196047708,-0.3517429125429452,-0.3489771266665964,deep,2823.4,4.205,-0.4301,0,1
CELL_062,121,-0.3503440268938991,-0.3517182042301234,-0.3489698495576748,deep,2827.3,3.887,-0.0589,0,1
CELL_063,121,-0.3504450449330657,-0.35175593541311345,-0.349134154453018,deep,2514.5,2.334,0.6774,0,1
CELL_064,121,-0.3500841290550384,-0.3513562826376349,-0.34881197547244175,mid,1088.9,4.011,0.1106,0,1
CELL_065,121,-0.3442643360795643,-0.3512946168549866,-0.3372340553041416,deep,3473.0,0.0,0.3557,0,1
CELL_066,121,-0.3499424312791555,-0.35309984230879216,-0.346785020249519,deep,1826.5,9.322,-3.2205,0,1
CELL_067,121,-0.3499765690620296,-0.3518388152803817,-0.34811432284367766,mid,1396.9,5.261,-0.799,0,1
CELL_068,121,-0.350054986536295,-0.3514919622962173,-0.3486180107763726,mid,930.5,3.126,0.0471,0,1
CELL_069,121,-0.350327256263357,-0.3517831512023744,-0.3488713613243392,deep,2690.9,0.0,0.8774,0,1
CELL_070,121,-0.35026646169261655,-0.3520798024016316,-0.3484531209836017,deep,2968.2,0.717,0.2825,0,1
CELL_071,121,-0.35015377066561604,-0.35182027451364023,-0.34848726681759185,mid,853.1,3.538,0.1492,0,1
CELL_072,121,-0.3503519950709951,-0.35282107107676997,-0.3478829190652202,deep,2438.7,0.652,0.7571,0,1
CELL_073,121,-0.35013329097439205,-0.3522347074787928,-0.34803187446999106,deep,1524.8,0.0,1.509,0,1
CELL_074,121,-0.3503061284881049,-0.352811308143908,-0.3478009488323019,deep,2864.6,4.646,-0.7043,0,1
CELL_075,121,-0.3500725184724725,-0.3514453264180518,-0.34869971052689364,mid,1358.0,7.646,-1.6204,0,1
CELL_076,121,-0.35014220807228613,-0.3514200410040678,-0.3488643751405041,deep,3011.0,3.431,-0.3235,0,1
CELL_077,121,-0.35039916595997045,-0.3521853561062788,-0.3486129758136621,deep,2037.6,0.736,0.8968,0,1
CELL_078,121,-0.352517720708348,-0.35742514427476774,-0.3476102971419283,deep,3797.5,5.587,-1.9592,0,1
CELL_079,121,-0.3500684158951567,-0.35149573208089435,-0.34864109970941903,mid,1240.1,0.979,1.1144,0,1
CELL_080,121,-0.3503670007420904,-0.35200704544683586,-0.348726956037345,deep,1891.4,2.896,0.2513,0,1
CELL_081,121,-0.3474926992798864,-0.35289521760724685,-0.34209018095252597,mid,1163.1,2.824,-0.0054,0,1
CELL_082,121,-0.3523093534728769,-0.3568615488532493,-0.34775715809250474,deep,3759.0,5.745,-1.3372,0,1
CELL_083,121,-0.3426960461262111,-0.3516892563437248,-0.33370283590869704,deep,3607.5,4.491,-0.6973,0,1
CELL_084,121,-0.35036247911802,-0.3521167618841869,-0.348608196351853,deep,1625.4,4.919,-0.3148,0,1
CELL_085,121,-0.3502640563720559,-0.3522432418011996,-0.3482848709429125,deep,2911.9,10.781,-2.5933,0,1
CELL_086,121,-0.3431862266586585,-0.34876146834064514,-0.33761098497667175,deep,3415.1,3.32,-0.227,0,1
CELL_087,121,-0.3442161811709983,-0.35428205700286053,-0.3341503053391357,deep,2576.6,0.118,0.6727,0,1
CELL_088,121,-0.3503393129141234,-0.35169769768895565,-0.34898092813929105,deep,2494.9,3.927,-0.1868,0,1
CELL_089,121,-0.35033445991720774,-0.3516916491699343,-0.3489772706644813,deep,1573.9,6.165,-1.6777,0,1
CELL_090,121,-0.35011425616550806,-0.35137916978684486,-0.3488493425441714,mid,1097.9,5.979,-1.137,0,1
CELL_091,121,-0.3519406654925786,-0.35867195522105816,-0.345209375764099,deep,3671.1,3.656,-0.841,0,1
CELL_092,121,-0.3521716321167622,-0.3570567492296553,-0.34728651500386915,deep,3681.3,1.172,0.1013,0,1
CELL_093,121,-0.35033723387419924,-0.35172493424041734,-0.3489495335079809,deep,2825.9,7.655,-1.6179,0,1
CELL_094,121,-0.35027193982084087,-0.35161359214193016,-0.34893028749975136,deep,1884.9,5.17,-0.6234,0,1
CELL_095,121,-0.35035742425944705,-0.35219471230818716,-0.3485201362107067,deep,1917.5,6.822,-1.3868,0,1
CELL_096,121,-0.3488036836304533,-0.35205455201021996,-0.3455528152506866,deep,3123.1,6.074,-0.9352,0,1
CELL_097,121,-0.3500098185097834,-0.35458296254130633,-0.3454366744782604,deep,3670.8,5.098,-1.182,0,1
CELL_098,121,-0.34907642553845364,-0.35562781633813045,-0.34252503473877705,deep,3638.7,5.488,-1.3492,0,1
CELL_099,121,-0.3485601477459155,-0.35236720989385406,-0.3447530855979771,deep,3295.6,6.074,-1.5659,0,1
CELL_000,122,-0.3507033024989078,-0.3521889832079555,-0.34921762178986,shallow,424.7,9.898,-1.9736,1,1
CELL_001,122,-0.3496931961362868,-0.35063861848847633,-0.34874777378409694,mid,770.4,4.431,-0.0872,1,1
CELL_002,122,-0.3497068238675922,-0.35196030157211505,-0.34745334616306917,mid,639.2,8.859,-1.6488,1,1
CELL_003,122,-0.3497517339743594,-0.35188626966880715,-0.3476171982799116,mid,559.2,16.738,-4.5807,1,1
CELL_004,122,-0.35002703252159284,-0.3518044618921896,-0.3482496031509964,shallow,293.6,10.816,-2.2732,1,1
CELL_005,122,-0.35008582241697755,-0.3518951768960712,-0.3482764679378839,shallow,293.6,4.188,-0.391,1,1
CELL_006,122,-0.3497633967142059,-0.3513218098538366,-0.34820498357457524,shallow,234.9,9.428,-2.1955,1,1
CELL_007,122,-0.3486928891321436,-0.34981440080916876,-0.3475713774551182,mid,719.7,10.804,-2.2105,1,1
CELL_008,122,-0.3499129188154009,-0.35214871269422715,-0.3476771249365747,mid,560.7,10.314,-2.271,1,1
CELL_009,122,-0.3497201314144974,-0.35163656769622664,-0.34780369513276815,mid,624.8,4.268,-0.4473,1,1
CELL_010,122,-0.3494986135384817,-0.3507028492161839,-0.34829437786077955,shallow,212.4,11.252,-2.682,1,1
CELL_011,122,-0.35001979141896555,-0.351396468656215,-0.3486431141817158,mid,781.9,7.721,-1.4674,1,1
CELL_012,122,-0.34855228475007594,-0.3504771932602022,-0.34662737623994944,mid,699.5,10.403,-2.3264,1,1
CELL_013,122,-0.35046447928068086,-0.3519367960520259,-0.3489921625093363,shallow,327.4,9.299,-1.8355,1,1
CELL_014,122,-0.35034599662143845,-0.3516471761173013,-0.3490448171255756,shallow,309.1,14.432,-4.1791,1,1
CELL_015,122,-0.35043274739379454,-0.3515759023138592,-0.34928959247373,shallow,310.0,7.191,-0.8272,1,1
CELL_016,122,-0.3504630155028642,-0.35180941982331954,-0.34911661118240883,shallow,382.5,7.948,-1.3127,1,1
CELL_017,122,-0.3498164601582157,-0.35224203954745253,-0.347390880768979,mid,514.9,13.988,-3.3807,1,1
CELL_018,122,-0.35069577496306376,-0.3519450416508427,-0.34944650827528434,shallow,459.2,14.288,-3.1527,1,1
CELL_019,122,-0.35066219368734786,-0.3522858327389143,-0.3490385546357813,shallow,374.7,14.835,-3.5593,1,1
CELL_020,122,-0.34977159276806996,-0.35184655239834384,-0.3476966331377963,mid,567.1,11.675,-2.7516,1,1
CELL_021,122,-0.34966131782176024,-0.35062705307573283,-0.34869558256778754,shallow,283.7,13.976,-3.9421,1,1
CELL_022,122,-0.3505938948141525,-0.3521767896386446,-0.34901099998966034,shallow,375.3,7.396,-1.4493,1,1
CELL_023,122,-0.35032945485553596,-0.3517459293693038,-0.348912980341768,shallow,419.8,6.762,-1.2135,1,1
CELL_024,122,-0.35067003079310244,-0.35192974807520117,-0.3494103135110038,shallow,473.6,10.381,-1.9927,1,1
CELL_025,122,-0.3494142977386866,-0.35181192546019285,-0.34701667001718034,mid,671.1,9.258,-2.3199,1,1
CELL_026,122,-0.35054424925583955,-0.35215601833630555,-0.3489324801753734,shallow,319.8,15.526,-4.0448,1,1
CELL_027,122,-0.35065455756976804,-0.35539237268508683,-0.34591674245444926,mid,508.5,11.581,-2.3767,1,1
CELL_028,122,-0.3499415876458618,-0.35209207472851356,-0.3477911005632106,mid,555.4,15.494,-4.1233,1,1
CELL_029,122,-0.34971678081619845,-0.3511789834026585,-0.34825457822973827,shallow,227.9,12.723,-3.5202,1,1
CELL_030,122,-0.3487115018223854,-0.3519890745485472,-0.34543392909622406,mid,564.5,13.215,-3.0923,1,1
CELL_031,122,-0.35013838364481426,-0.35166927167986567,-0.3486074956097626,shallow,302.3,12.143,-2.5532,1,1
CELL_032,122,-0.34995176152175367,-0.3514974342949693,-0.3484060887485378,shallow,239.0,15.269,-4.064,1,1
CELL_033,122,-0.3496176214957025,-0.35087141336859873,-0.3483638296228063,mid,769.3,9.219,-2.0955,1,1
CELL_034,122,-0.3499296525315404,-0.35179221367027375,-0.3480670913928074,mid,779.4,6.143,-1.1773,1,1
CELL_035,122,-0.3486799794324127,-0.34975064782471305,-0.3476093110401122,mid,685.0,12.452,-2.8363,1,1
CELL_036,122,-0.35060857281608665,-0.35210777322588105,-0.3491093724062918,shallow,382.8,9.339,-2.0137,1,1
CELL_037,122,-0.3500338398601524,-0.3515332222213318,-0.348534457498973,shallow,258.6,7.254,-0.941,1,1
CELL_038,122,-0.3500008932073484,-0.35219178022883296,-0.3478100061858637,mid,610.5,15.969,-4.3802,1,1
CELL_039,122,-0.3507054357853238,-0.35196581351561745,-0.34944505805503007,shallow,464.1,5.044,-0.1498,1,1
CELL_040,122,-0.34997163432230105,-0.3517981470579289,-0.3481451215866733,shallow,273.2,15.755,-4.0729,1,1
CELL_041,122,-0.35115648029750685,-0.3532656970204868,-0.34904726357452664,shallow,497.1,14.169,-3.3767,1,1
CELL_042,122,-0.3500235231832479,-0.3517720030498478,-0.3482750433166484,shallow,220.6,16.703,-4.2425,1,1
CELL_043,122,-0.3488199940033027,-0.35097226934180525,-0.34666771866480006,mid,745.6,12.735,-3.1684,1,1
CELL_044,122,-0.35046763190220265,-0.3518789647225406,-0.34905629908186425,shallow,355.3,6.653,-0.8633,1,1
CELL_045,122,-0.34988714686438355,-0.35194118334553903,-0.34783311038322806,mid,597.5,17.634,-4.5015,1,1
CELL_046,122,-0.350599760615415,-0.3518322381970011,-0.3493672830338283,shallow,387.0,13.145,-3.1185,1,1
CELL_047,122,-0.3499046756424415,-0.3518946243559272,-0.34791472692895553,mid,512.0,18.316,-4.7891,1,1
CELL_048,122,-0.3498305696552503,-0.3520313921496799,-0.34762974716082035,mid,528.0,14.408,-3.8547,1,1
CELL_049,122,-0.3505763634995489,-0.3519731574892184,-0.34917956950987916,shallow,310.9,12.366,-3.0677,1,1
CELL_050,122,-0.3520405465531056,-0.3567067279539693,-0.34737436515224174,deep,3706.5,0.0,0.5665,0,1
CELL_051,122,-0.35040811942427635,-0.351537657468941,-0.3492785813796115,deep,1566.6,7.127,-1.6248,0,1
CELL_052,122,-0.3500955039886034,-0.3514342338363437,-0.348756774140863,mid,1263.7,6.216,-0.9959,0,1
CELL_053,122,-0.35031213232920844,-0.3527885435662263,-0.34783572109219024,deep,2366.2,2.939,0.2093,0,1
CELL_054,122,-0.3530327379254327,-0.3582907734017681,-0.3477747024490974,deep,3954.1,4.405,-1.3329,0,1
CELL_055,122,-0.35037380689825126,-0.35204871932984916,-0.34869889446665325,deep,1574.6,3.456,-0.156,0,1
CELL_056,122,-0.3501870189250092,-0.3527552342141293,-0.3476188036358889,deep,2950.8,0.006,0.4979,0,1
CELL_057,122,-0.34875502863036306,-0.3520323434054443,-0.3454777138552817,deep,3237.2,3.367,-0.2515,0,1
CELL_058,122,-0.35009027084273653,-0.35141068809651366,-0.3487698535889593,deep,1560.4,5.27,-0.712,0,1
CELL_059,122,-0.3491862966917764,-0.3529467323444716,-0.34542586103908135,deep,3130.3,0.0,1.1959,0,1
CELL_060,122,-0.35029099782144785,-0.3516672811428886,-0.34891471450000633,deep,1976.9,1.214,0.5919,0,1
CELL_061,122,-0.35035994691895267,-0.35189672753805634,-0.3488231662998488,deep,2823.4,9.945,-3.0159,0,1
CELL_062,122,-0.3503459270728709,-0.3516960570174719,-0.34899579712826984,deep,2827.3,4.015,-0.8168,0,1
CELL_063,122,-0.35043050461558567,-0.3517969731475576,-0.34906403608361397,deep,2514.5,5.839,-1.2641,0,1
CELL_064,122,-0.3499996504543661,-0.3520654899505642,-0.34793381095816767,mid,1088.9,4.904,-0.3998,0,1
CELL_065,122,-0.33995537569942913,-0.34616879940785056,-0.33374195199100776,deep,3473.0,3.369,-0.6493,0,1
CELL_066,122,-0.3504070399750931,-0.3521540062950282,-0.3486600736551582,deep,1826.5,5.327,-0.8993,0,1
CELL_067,122,-0.35017232865341424,-0.352354538952621,-0.3479901183542075,mid,1396.9,4.33,-0.6064,0,1
CELL_068,122,-0.35006525895531054,-0.35145269821975095,-0.34867781969087003,mid,930.5,5.404,-1.0086,0,1
CELL_069,122,-0.35040234652453384,-0.35218457070629905,-0.3486201223427682,deep,2690.9,0.0,0.8519,0,1
CELL_070,122,-0.35030609895904447,-0.35172698847942613,-0.3488852094386626,deep,2968.2,1.534,0.1243,0,1
CELL_071,122,-0.35007036018922744,-0.3513212717666226,-0.3488194486118322,mid,853.1,1.14,0.9829,0,1
CELL_072,122,-0.35030926933798234,-0.35164520161330615,-0.3489733370626583,deep,2438.7,0.383,0.8853,0,1
CELL_073,122,-0.3500905632713384,-0.35143502322450976,-0.3487461033181671,deep,1524.8,4.563,-0.3531,0,1
CELL_074,122,-0.35033486841131434,-0.3516653807897879,-0.3490043560328406,deep,2864.6,1.988,0.3102,0,1
CELL_075,122,-0.35011952322203355,-0.35225894865044055,-0.34798009779362654,mid,1358.0,1.67,1.0044,0,1
CELL_076,122,-0.35003756686973103,-0.3520754415217474,-0.3479996922177143,deep,3011.0,7.891,-2.4994,0,1
CELL_077,122,-0.3504583844255534,-0.35212577718885457,-0.3487909916622522,deep,2037.6,0.0,1.3693,0,1
CELL_078,122,-0.35278579564187496,-0.36056991356903423,-0.34500167771471546,deep,3797.5,3.753,-0.2991,0,1
CELL_079,122,-0.350151901928304,-0.351926509153394,-0.34837729470321427,mid,1240.1,4.226,-0.0468,0,1
CELL_080,122,-0.35019744626980154,-0.3526584324185565,-0.34773646012104636,deep,1891.4,1.719,0.3774,0,1
CELL_081,122,-0.35004644904096793,-0.35137117239851534,-0.3487217256834202,mid,1163.1,5.205,-0.8826,0,1
CELL_082,122,-0.35273806079951703,-0.3593826386170922,-0.34609348298194176,deep,3759.0,7.912,-2.464,0,1
CELL_083,122,-0.3411233586916001,-0.35153413142016465,-0.3307125859630352,deep,3607.5,4.092,-0.459,0,1
CELL_084,122,-0.35027770522288676,-0.3516611850423836,-0.3488942254033898,deep,1625.4,1.84,0.7293,0,1
CELL_085,122,-0.3503374381664715,-0.3516498571988906,-0.3490250191340522,deep,2911.9,5.416,-0.8461,0,1
CELL_086,122,-0.3395918866511919,-0.3455970710096426,-0.3335867022927412,deep,3415.1,1.634,0.572,0,1
CELL_087,122,-0.35041347023322306,-0.35230260987642237,-0.34852433059002386,deep,2576.6,4.944,-0.9573,0,1
CELL_096,40,-0.3499372436731912,-0.355523817300806,-0.34435067004557635,deep,3123.1,6.714,-1.0132,0,0
CELL_097,40,-0.34832858263579375,-0.3586378525233471,-0.33801931274824026,deep,3670.8,3.243,-0.6555,0,0
CELL_098,40,-0.3489108677595839,-0.35764892783316826,-0.34017280768599967,deep,3638.7,9.084,-2.8675,0,0
CELL_099,40,-0.34824986022570986,-0.3523085845384034,-0.3441911359130162,deep,3295.6,5.184,-0.9762,0,0
CELL_000,41,-0.37939958695509524,-0.39921734534433384,-0.3595818285658565,shallow,424.7,29.751,-8.5345,1,0
CELL_001,41,-0.35443513611818445,-0.3593989648142752,-0.3494713074220936,mid,770.4,13.261,-3.6802,1,0
CELL_002,41,-0.35022963665896456,-0.3581860511964975,-0.3422732221214314,mid,639.2,15.021,-3.498,1,0
CELL_003,41,-0.3496877114740168,-0.3557868696155025,-0.34358855333253097,mid,559.2,35.067,-10.8142,1,0
CELL_004,41,-0.35451037841596533,-0.3583860425011298,-0.35063471433080107,shallow,293.6,34.23,-10.6105,1,0
CELL_005,41,-0.3557783584402819,-0.36021113643795855,-0.35134558044260467,shallow,293.6,16.485,-4.4257,1,0
CELL_006,41,-0.35889828728472534,-0.36637653097215767,-0.3514200435972928,shallow,234.9,17.793,-4.7684,1,0
CELL_007,41,-0.3549600714798447,-0.36183265698663114,-0.3480874859730585,mid,719.7,28.583,-8.4505,1,0
CELL_008,41,-0.3477665457288458,-0.35460880668181466,-0.34092428477587683,mid,560.7,14.56,-3.6344,1,0
CELL_009,41,-0.35090404663489494,-0.358062410760251,-0.34374568250953885,mid,624.8,22.487,-6.3619,1,0
CELL_010,41,-0.355050521637077,-0.359276405972138,-0.350824637302016,shallow,212.4,29.59,-8.9997,1,0
CELL_011,41,-0.3546433406976426,-0.3589785245397586,-0.35030815685552646,mid,781.9,31.712,-9.6789,1,0
CELL_012,41,-0.3542634340783743,-0.36121231904449813,-0.34731454911225057,mid,699.5,31.535,-9.3862,1,0
CELL_013,41,-0.372418466781986,-0.3860088530224334,-0.3588280805415387,shallow,327.4,25.504,-7.3976,1,0
CELL_014,41,-0.3633033896865343,-0.3715143506084134,-0.3550924287646552,shallow,309.1,30.857,-9.2063,1,0
CELL_015,41,-0.3642507757160903,-0.37578228929439683,-0.3527192621377834,shallow,310.0,16.471,-4.5318,1,0
CELL_016,41,-0.3717142553652582,-0.3886839472109794,-0.35474456351953715,shallow,382.5,25.888,-7.8826,1,0
CELL_017,41,-0.35276528137424934,-0.3632309924054356,-0.3422995703430631,mid,514.9,32.131,-9.572,1,0
CELL_018,41,-0.37779374360320167,-0.3974222017118524,-0.35816528549455096,shallow,459.2,27.408,-8.0132,1,0
CELL_019,41,-0.36538117929614183,-0.3791112065863404,-0.35165115200594327,shallow,374.7,36.94,-11.7786,1,0
CELL_020,41,-0.3504381321935216,-0.35533591803119585,-0.34554034635584735,mid,567.1,33.863,-9.995,1,0
CELL_021,41,-0.353711620976256,-0.3569707640463712,-0.3504524779061411,shallow,283.7,30.043,-9.1772,1,0
CELL_022,41,-0.3749337786743875,-0.394503773231679,-0.35536378411709596,shallow,375.3,17.329,-4.4929,1,0
CELL_023,41,-0.3745322395854668,-0.39349391813284396,-0.3555705610380896,shallow,419.8,24.785,-6.6606,1,0
CELL_024,41,-0.3830929213592131,-0.4032595924375532,-0.36292625028087294,shallow,473.6,19.367,-5.4681,1,0
CELL_025,41,-0.3531301628333502,-0.35789349313395513,-0.3483668325327456,mid,671.1,21.591,-6.2767,1,0
CELL_026,41,-0.3631415911696741,-0.3732262486793486,-0.35305693365999946,shallow,319.8,38.321,-11.8368,1,0
CELL_027,41,-0.36788337670435667,-0.38355209343650964,-0.3522146599722036,mid,508.5,26.589,-7.9293,1,0
CELL_028,41,-0.3514046086481838,-0.3632793350509192,-0.3395298822454484,mid,555.4,35.757,-10.9752,1,0
CELL_029,41,-0.35502656461014365,-0.3591447916579123,-0.3509083375623751,shallow,227.9,31.472,-9.5321,1,0
CELL_030,41,-0.3463881193244886,-0.35676312252533865,-0.33601311612363866,mid,564.5,34.016,-10.069,1,0
CELL_031,41,-0.3593816763208102,-0.3663170261377858,-0.3524463265038345,shallow,302.3,26.79,-7.9272,1,0
CELL_032,41,-0.35669511611569266,-0.362867522412722,-0.35052270981866296,shallow,239.0,27.86,-8.3197,1,0
CELL_033,41,-0.35659429504694085,-0.36350125406129624,-0.34968733603258545,mid,769.3,25.091,-7.675,1,0
CELL_034,41,-0.35739625789821167,-0.36554407346390433,-0.34924844233251856,mid,779.4,22.542,-6.2912,1,0
CELL_035,41,-0.3524378604179386,-0.3553695280199234,-0.34950619281595363,mid,685.0,34.814,-10.5398,1,0
CELL_036,41,-0.3647380068783022,-0.3795291820283009,-0.3499468317283031,shallow,382.8,18.046,-4.9999,1,0
CELL_037,41,-0.35790398559079645,-0.36479311083151067,-0.3510148603500822,shallow,258.6,12.18,-2.7551,1,0
CELL_038,41,-0.35078024354692594,-0.35583530706713845,-0.3457251800267133,mid,610.5,30.439,-9.1854,1,0
CELL_039,41,-0.3789692138673823,-0.3995932570918762,-0.3583451706428883,shallow,464.1,17.496,-4.8792,1,0
CELL_040,41,-0.3550258015421105,-0.35925666515376,-0.3507949379304608,shallow,273.2,35.888,-11.0172,1,0
CELL_041,41,-0.37838959535139927,-0.39625408554840824,-0.36052510515439007,shallow,497.1,37.934,-11.973,1,0
CELL_042,41,-0.35942040561205746,-0.36630150186847604,-0.35253930935563876,shallow,220.6,32.815,-10.0312,1,0
CELL_043,41,-0.35309489719918175,-0.35659866210381996,-0.3495911322945435,mid,745.6,24.626,-7.572,1,0
CELL_044,41,-0.3607063317858687,-0.3699387530851451,-0.3514739104865918,shallow,355.3,18.28,-5.0849,1,0
CELL_045,41,-0.3507284706896323,-0.35945319735743525,-0.3420037440218295,mid,597.5,37.017,-11.1427,1,0
CELL_046,41,-0.36788761953956495,-0.382527730214054,-0.35324750886507567,shallow,387.0,27.207,-8.0389,1,0
CELL_047,41,-0.35605788409846845,-0.36639898761594397,-0.3457167805809926,mid,512.0,41.886,-13.4564,1,0
CELL_048,41,-0.3520491859899623,-0.3586784541073411,-0.3454199178725835,mid,528.0,40.117,-12.546,1,0
CELL_049,41,-0.3640032690067112,-0.37530196611094996,-0.35270457190247334,shallow,310.9,35.482,-10.9761,1,0
CELL_050,41,-0.350328148019865,-0.3590865007212648,-0.3415697953184652,deep,3706.5,3.987,-0.6441,0,0
CELL_051,41,-0.3557485958987511,-0.3626564972618616,-0.34884069453564054,deep,1566.6,5.627,-0.7258,0,0
CELL_052,41,-0.3540277003492233,-0.3593194384857335,-0.348735962212713,mid,1263.7,5.254,-0.599,0,0
CELL_053,41,-0.35588337214704746,-0.3636871198670455,-0.3480796244270494,deep,2366.2,1.313,0.6396,0,0
CELL_054,41,-0.35153645000632894,-0.3587183735379536,-0.34435452647470405,deep,3954.1,1.516,-0.147,0,0
CELL_055,41,-0.35595499865966806,-0.3629456235044191,-0.3489643738149167,deep,1574.6,4.275,-0.5115,0,0
CELL_056,41,-0.3527427620957243,-0.35674765173345396,-0.3487378724579951,deep,2950.8,0.0,0.8816,0,0
CELL_057,41,-0.3511842582143947,-0.36106572312066093,-0.34130279330812835,deep,3237.2,3.366,-0.4922,0,0
CELL_058,41,-0.3560071979724483,-0.3630226986187342,-0.34899169732616214,deep,1560.4,6.649,-0.7722,0,0
CELL_059,41,-0.350132335016701,-0.3565595534483432,-0.34370511658505865,deep,3130.3,2.704,0.3543,0,0
CELL_060,41,-0.35293637632060315,-0.3571736645984453,-0.3486990880427609,deep,1976.9,4.188,-0.1155,0,0
CELL_061,41,-0.3539221567122319,-0.36157560006460543,-0.3462687133598584,deep,2823.4,4.082,-0.3237,0,0
CELL_062,41,-0.3540349920607888,-0.3599202948610222,-0.3481496892605556,deep,2827.3,2.262,0.3804,0,0
CELL_063,41,-0.3542156293791837,-0.3590093331349558,-0.3494219256234112,deep,2514.5,3.969,-0.7658,0,0
CELL_064,41,-0.35658627468606874,-0.3634360193591846,-0.34973653001295296,mid,1088.9,7.633,-1.0191,0,0
CELL_065,41,-0.3418830204696486,-0.35126388663792674,-0.3325021543013704,deep,3473.0,2.457,0.0377,0,0
CELL_066,41,-0.3538295470899066,-0.35892283183195317,-0.3487362623478597,deep,1826.5,5.216,-0.7303,0,0
CELL_067,41,-0.35312695771989333,-0.3565991092550298,-0.34965480618475675,mid,1396.9,4.5,-0.478,0,0
CELL_068,41,-0.35515907823148096,-0.36470475169961136,-0.34561340476335056,mid,930.5,1.862,0.059,0,0
CELL_069,41,-0.3530839977573529,-0.3571229709840669,-0.34904502453063907,deep,2690.9,0.0,0.7956,0,0
CELL_070,41,-0.35431545432566186,-0.362464183242185,-0.34616672540913873,deep,2968.2,1.8,0.471,0,0
CELL_071,41,-0.35664202552538243,-0.3637432563339943,-0.34954079471677096,mid,853.1,1.0,1.0646,0,0
CELL_072,41,-0.35238163337294176,-0.35524225673662774,-0.34952101000925545,deep,2438.7,0.0,0.8241,0,0
CELL_073,41,-0.3568209929017446,-0.3654373088823587,-0.34820467692113105,deep,1524.8,3.725,-0.101,0,0
CELL_074,41,-0.3546724043834793,-0.36220426372691705,-0.34714054504004144,deep,2864.6,0.358,0.935,0,0
CELL_075,41,-0.3560673485775737,-0.3628531553432514,-0.3492815418118959,mid,1358.0,2.754,0.2547,0,0
CELL_076,41,-0.35183295246767504,-0.3562209993547526,-0.34744490558059754,deep,3011.0,6.134,-1.5475,0,0
CELL_077,41,-0.35376029065529535,-0.35833821376624375,-0.34918236754434706,deep,2037.6,0.879,0.6414,0,0
CELL_078,41,-0.3520984308645765,-0.35992356024086714,-0.3442733014882855,deep,3797.5,5.691,-1.9771,0,0
CELL_079,41,-0.35295327902026075,-0.35632990538587667,-0.34957665265464505,mid,1240.1,1.53,0.825,0,0
CELL_080,41,-0.35410272744660537,-0.35918639386270723,-0.3490190610305035,deep,1891.4,1.625,0.7519,0,0
CELL_081,41,-0.3530050985563332,-0.35611000277444255,-0.3499001943382239,mid,1163.1,5.334,-0.1751,0,0
CELL_082,41,-0.35188628710483866,-0.35776665273179326,-0.3460059214778837,deep,3759.0,2.831,-0.627,0,0
CELL_083,41,-0.3455304421903959,-0.3587624803510341,-0.3322984040297583,deep,3607.5,6.852,-1.1829,0,0
