cell_id,week_index,year,week,date,treated,post,covid_active,vessel_density,dvm_amplitude,sst,log_chla,bathymetry,season_sin,season_cos,season_q
CELL_014,114,2020,11,2020-03-09,1,1,1,9.879,-2.5282,20.202,0.5666,309.1,0.9709,0.2393,0
CELL_015,114,2020,11,2020-03-09,1,1,1,11.687,-2.8364,19.886,1.0911,310.0,0.9709,0.2393,0
CELL_016,114,2020,11,2020-03-09,1,1,1,6.948,-1.1089,18.552,1.6911,382.5,0.9709,0.2393,0
CELL_017,114,2020,11,2020-03-09,1,1,1,16.698,-4.7326,19.036,0.3686,514.9,0.9709,0.2393,0
CELL_018,114,2020,11,2020-03-09,1,1,1,11.128,-2.7029,19.903,0.544,459.2,0.9709,0.2393,0
CELL_019,114,2020,11,2020-03-09,1,1,1,12.975,-3.2086,20.515,1.2389,374.7,0.9709,0.2393,0
CELL_020,114,2020,11,2020-03-09,1,1,1,14.683,-3.6739,20.036,1.072,567.1,0.9709,0.2393,0
CELL_021,114,2020,11,2020-03-09,1,1,1,10.251,-1.948,19.254,1.0561,283.7,0.9709,0.2393,0
CELL_022,114,2020,11,2020-03-09,1,1,1,8.077,-1.645,20.277,0.4295,375.3,0.9709,0.2393,0
CELL_023,114,2020,11,2020-03-09,1,1,1,8.879,-1.9623,19.966,1.2586,419.8,0.9709,0.2393,0
CELL_024,114,2020,11,2020-03-09,1,1,1,8.967,-1.714,20.015,1.4819,473.6,0.9709,0.2393,0
CELL_025,114,2020,11,2020-03-09,1,1,1,8.317,-1.8615,19.962,0.7242,671.1,0.9709,0.2393,0
CELL_026,114,2020,11,2020-03-09,1,1,1,14.583,-3.6323,19.723,1.8561,319.8,0.9709,0.2393,0
CELL_027,114,2020,11,2020-03-09,1,1,1,10.906,-2.4767,19.851,0.8288,508.5,0.9709,0.2393,0
CELL_028,114,2020,11,2020-03-09,1,1,1,16.459,-4.4478,19.783,0.9021,555.4,0.9709,0.2393,0
CELL_029,114,2020,11,2020-03-09,1,1,1,10.324,-2.1128,20.658,0.7591,227.9,0.9709,0.2393,0
CELL_030,114,2020,11,2020-03-09,1,1,1,14.438,-4.0474,20.95,0.8826,564.5,0.9709,0.2393,0
CELL_031,114,2020,11,2020-03-09,1,1,1,13.113,-2.8519,19.377,1.6253,302.3,0.9709,0.2393,0
CELL_032,114,2020,11,2020-03-09,1,1,1,14.698,-3.9249,19.044,1.4608,239.0,0.9709,0.2393,0
CELL_033,114,2020,11,2020-03-09,1,1,1,6.132,-0.9261,20.542,0.9794,769.3,0.9709,0.2393,0
CELL_034,114,2020,11,2020-03-09,1,1,1,8.136,-1.451,19.843,1.7314,779.4,0.9709,0.2393,0
CELL_035,114,2020,11,2020-03-09,1,1,1,12.274,-3.5575,19.755,1.0614,685.0,0.9709,0.2393,0
CELL_036,114,2020,11,2020-03-09,1,1,1,9.79,-2.1828,20.913,0.9581,382.8,0.9709,0.2393,0
CELL_037,114,2020,11,2020-03-09,1,1,1,7.019,-0.8462,21.22,1.2172,258.6,0.9709,0.2393,0
CELL_038,114,2020,11,2020-03-09,1,1,1,11.674,-2.5486,18.97,0.9943,610.5,0.9709,0.2393,0
CELL_039,114,2020,11,2020-03-09,1,1,1,3.907,0.1064,19.244,1.562,464.1,0.9709,0.2393,0
CELL_040,114,2020,11,2020-03-09,1,1,1,10.493,-2.5871,21.107,0.5368,273.2,0.9709,0.2393,0
CELL_041,114,2020,11,2020-03-09,1,1,1,17.664,-5.1365,19.232,-0.0024,497.1,0.9709,0.2393,0
CELL_042,114,2020,11,2020-03-09,1,1,1,16.742,-4.6771,19.45,0.9211,220.6,0.9709,0.2393,0
CELL_043,114,2020,11,2020-03-09,1,1,1,7.711,-1.3191,19.568,1.3069,745.6,0.9709,0.2393,0
CELL_044,114,2020,11,2020-03-09,1,1,1,8.195,-1.7529,21.149,1.4259,355.3,0.9709,0.2393,0
CELL_045,114,2020,11,2020-03-09,1,1,1,14.716,-4.3381,20.527,0.9228,597.5,0.9709,0.2393,0
CELL_046,114,2020,11,2020-03-09,1,1,1,9.178,-1.7871,18.008,0.8438,387.0,0.9709,0.2393,0
CELL_047,114,2020,11,2020-03-09,1,1,1,14.945,-4.0381,20.771,0.3169,512.0,0.9709,0.2393,0
CELL_048,114,2020,11,2020-03-09,1,1,1,13.353,-3.1996,20.683,1.5482,528.0,0.9709,0.2393,0
CELL_049,114,2020,11,2020-03-09,1,1,1,15.147,-3.9751,18.865,1.0822,310.9,0.9709,0.2393,0
CELL_050,114,2020,11,2020-03-09,0,1,0,3.598,-0.4929,19.551,0.6855,3706.5,0.9709,0.2393,0
CELL_051,114,2020,11,2020-03-09,0,1,0,6.637,-0.8347,21.246,1.2581,1566.6,0.9709,0.2393,0
CELL_052,114,2020,11,2020-03-09,0,1,0,4.695,-0.4234,21.253,1.2004,1263.7,0.9709,0.2393,0
CELL_053,114,2020,11,2020-03-09,0,1,0,1.478,0.2134,20.065,1.1984,2366.2,0.9709,0.2393,0
CELL_054,114,2020,11,2020-03-09,0,1,0,2.753,0.0136,18.638,1.3332,3954.1,0.9709,0.2393,0
CELL_055,114,2020,11,2020-03-09,0,1,0,7.055,-1.2959,19.136,0.489,1574.6,0.9709,0.2393,0
CELL_056,114,2020,11,2020-03-09,0,1,0,0.0,0.9562,18.887,1.0869,2950.8,0.9709,0.2393,0
CELL_057,114,2020,11,2020-03-09,0,1,0,4.24,-0.5878,20.256,1.2542,3237.2,0.9709,0.2393,0
CELL_058,114,2020,11,2020-03-09,0,1,0,5.797,-0.9414,19.772,1.0002,1560.4,0.9709,0.2393,0
CELL_059,114,2020,11,2020-03-09,0,1,0,5.39,-0.7932,20.665,1.3013,3130.3,0.9709,0.2393,0
CELL_060,114,2020,11,2020-03-09,0,1,0,0.96,1.2427,18.693,1.398,1976.9,0.9709,0.2393,0
CELL_061,114,2020,11,2020-03-09,0,1,0,4.556,-0.6756,19.997,1.1111,2823.4,0.9709,0.2393,0
CELL_062,114,2020,11,2020-03-09,0,1,0,3.1,0.2546,18.302,1.3268,2827.3,0.9709,0.2393,0
CELL_063,114,2020,11,2020-03-09,0,1,0,1.139,0.9857,18.893,1.4241,2514.5,0.9709,0.2393,0
CELL_064,114,2020,11,2020-03-09,0,1,0,0.38,1.3876,20.178,0.8722,1088.9,0.9709,0.2393,0
CELL_065,114,2020,11,2020-03-09,0,1,0,3.193,-0.4898,19.216,1.3089,3473.0,0.9709,0.2393,0
CELL_066,114,2020,11,2020-03-09,0,1,0,7.3,-1.936,20.601,0.5465,1826.5,0.9709,0.2393,0
CELL_067,114,2020,11,2020-03-09,0,1,0,5.754,-1.1833,21.029,0.6862,1396.9,0.9709,0.2393,0
CELL_068,114,2020,11,2020-03-09,0,1,0,2.621,0.0591,20.351,1.246,930.5,0.9709,0.2393,0
CELL_069,114,2020,11,2020-03-09,0,1,0,0.736,0.5289,20.091,-0.6177,2690.9,0.9709,0.2393,0
CELL_070,114,2020,11,2020-03-09,0,1,0,1.132,0.4496,19.971,2.0323,2968.2,0.9709,0.2393,0
CELL_071,114,2020,11,2020-03-09,0,1,0,5.755,-0.5743,20.417,1.2058,853.1,0.9709,0.2393,0
CELL_072,114,2020,11,2020-03-09,0,1,0,0.0,1.1899,18.506,0.3923,2438.7,0.9709,0.2393,0
CELL_073,114,2020,11,2020-03-09,0,1,0,2.544,0.7479,18.502,0.9429,1524.8,0.9709,0.2393,0
CELL_074,114,2020,11,2020-03-09,0,1,0,1.433,0.7387,20.311,1.5601,2864.6,0.9709,0.2393,0
CELL_075,114,2020,11,2020-03-09,0,1,0,2.287,0.4786,19.39,1.368,1358.0,0.9709,0.2393,0
CELL_076,114,2020,11,2020-03-09,0,1,0,3.503,-0.4321,20.867,1.1136,3011.0,0.9709,0.2393,0
CELL_077,114,2020,11,2020-03-09,0,1,0,0.332,1.0654,20.73,0.1899,2037.6,0.9709,0.2393,0
CELL_078,114,2020,11,2020-03-09,0,1,0,1.195,0.0886,18.724,1.1085,3797.5,0.9709,0.2393,0
CELL_079,114,2020,11,2020-03-09,0,1,0,1.753,0.8637,19.401,0.591,1240.1,0.9709,0.2393,0
CELL_080,114,2020,11,2020-03-09,0,1,0,1.494,0.5967,20.534,1.0227,1891.4,0.9709,0.2393,0
CELL_081,114,2020,11,2020-03-09,0,1,0,6.033,-1.4866,18.36,-0.3083,1163.1,0.9709,0.2393,0
CELL_082,114,2020,11,2020-03-09,0,1,0,3.458,-1.1294,20.139,-0.353,3759.0,0.9709,0.2393,0
CELL_083,114,2020,11,2020-03-09,0,1,0,4.678,-0.4291,19.935,0.0288,3607.5,0.9709,0.2393,0
CELL_084,114,2020,11,2020-03-09,0,1,0,4.74,-0.1575,18.852,1.0473,1625.4,0.9709,0.2393,0
CELL_085,114,2020,11,2020-03-09,0,1,0,2.444,0.2731,18.63,0.9235,2911.9,0.9709,0.2393,0
CELL_086,114,2020,11,2020-03-09,0,1,0,3.829,-1.0859,21.006,1.3726,3415.1,0.9709,0.2393,0
CELL_087,114,2020,11,2020-03-09,0,1,0,0.0,1.1153,19.187,1.3714,2576.6,0.9709,0.2393,0
CELL_088,114,2020,11,2020-03-09,0,1,0,7.276,-1.7475,20.272,0.6688,2494.9,0.9709,0.2393,0
CELL_089,114,2020,11,2020-03-09,0,1,0,2.111,0.5306,20.328,0.6695,1573.9,0.9709,0.2393,0
CELL_090,114,2020,11,2020-03-09,0,1,0,7.153,-1.3312,21.376,1.1925,1097.9,0.9709,0.2393,0
CELL_091,114,2020,11,2020-03-09,0,1,0,2.698,0.0579,19.518,0.8532,3671.1,0.9709,0.2393,0
CELL_092,114,2020,11,2020-03-09,0,1,0,0.163,0.3597,19.876,0.1494,3681.3,0.9709,0.2393,0
CELL_093,114,2020,11,2020-03-09,0,1,0,3.965,-0.6999,20.229,0.6113,2825.9,0.9709,0.2393,0
CELL_094,114,2020,11,2020-03-09,0,1,0,3.969,-0.2086,19.926,1.754,1884.9,0.9709,0.2393,0
CELL_095,114,2020,11,2020-03-09,0,1,0,4.518,-0.6444,20.815,0.799,1917.5,0.9709,0.2393,0
CELL_096,114,2020,11,2020-03-09,0,1,0,6.058,-1.3544,19.695,0.8268,3123.1,0.9709,0.2393,0
CELL_097,114,2020,11,2020-03-09,0,1,0,5.87,-1.6263,19.705,0.7015,3670.8,0.9709,0.2393,0
CELL_098,114,2020,11,2020-03-09,0,1,0,5.464,-1.7067,20.995,0.898,3638.7,0.9709,0.2393,0
CELL_099,114,2020,11,2020-03-09,0,1,0,8.61,-2.0378,19.934,0.9296,3295.6,0.9709,0.2393,0
CELL_000,115,2020,12,2020-03-16,1,1,1,9.929,-1.5723,19.92,1.3754,424.7,0.9927,0.1205,0
CELL_001,115,2020,12,2020-03-16,1,1,1,6.125,-0.6942,20.107,1.6146,770.4,0.9927,0.1205,0
CELL_002,115,2020,12,2020-03-16,1,1,1,9.055,-2.0381,20.296,0.6635,639.2,0.9927,0.1205,0
CELL_003,115,2020,12,2020-03-16,1,1,1,17.104,-4.8861,17.817,0.6613,559.2,0.9927,0.1205,0
CELL_004,115,2020,12,2020-03-16,1,1,1,14.186,-3.1498,21.048,0.6335,293.6,0.9927,0.1205,0
CELL_005,115,2020,12,2020-03-16,1,1,1,8.846,-1.6777,20.114,1.7456,293.6,0.9927,0.1205,0
CELL_006,115,2020,12,2020-03-16,1,1,1,6.462,-1.2168,20.327,0.6496,234.9,0.9927,0.1205,0
CELL_007,115,2020,12,2020-03-16,1,1,1,10.759,-2.3664,19.799,1.2303,719.7,0.9927,0.1205,0
CELL_008,115,2020,12,2020-03-16,1,1,1,2.771,0.2426,20.333,1.6323,560.7,0.9927,0.1205,0
CELL_009,115,2020,12,2020-03-16,1,1,1,10.934,-2.5046,20.651,0.4685,624.8,0.9927,0.1205,0
CELL_010,115,2020,12,2020-03-16,1,1,1,10.861,-2.9882,19.808,-0.2236,212.4,0.9927,0.1205,0
CELL_011,115,2020,12,2020-03-16,1,1,1,11.812,-3.2746,21.469,1.1091,781.9,0.9927,0.1205,0
CELL_012,115,2020,12,2020-03-16,1,1,1,11.643,-2.7824,20.296,0.8066,699.5,0.9927,0.1205,0
CELL_013,115,2020,12,2020-03-16,1,1,1,7.136,-1.415,20.34,0.3048,327.4,0.9927,0.1205,0
CELL_014,115,2020,12,2020-03-16,1,1,1,11.267,-2.3142,19.073,0.5838,309.1,0.9927,0.1205,0
CELL_015,115,2020,12,2020-03-16,1,1,1,10.445,-2.2979,20.174,1.103,310.0,0.9927,0.1205,0
CELL_016,115,2020,12,2020-03-16,1,1,1,5.092,-0.517,20.071,1.1445,382.5,0.9927,0.1205,0
CELL_017,115,2020,12,2020-03-16,1,1,1,11.313,-2.628,18.938,1.0794,514.9,0.9927,0.1205,0
CELL_018,115,2020,12,2020-03-16,1,1,1,14.885,-3.8212,19.312,0.8517,459.2,0.9927,0.1205,0
CELL_019,115,2020,12,2020-03-16,1,1,1,13.393,-3.5337,20.627,1.6147,374.7,0.9927,0.1205,0
CELL_020,115,2020,12,2020-03-16,1,1,1,11.66,-2.6189,21.016,1.1572,567.1,0.9927,0.1205,0
CELL_021,115,2020,12,2020-03-16,1,1,1,12.366,-2.9071,20.481,1.1902,283.7,0.9927,0.1205,0
CELL_022,115,2020,12,2020-03-16,1,1,1,6.956,-1.3026,21.035,0.8625,375.3,0.9927,0.1205,0
CELL_023,115,2020,12,2020-03-16,1,1,1,12.781,-3.0584,20.217,0.9623,419.8,0.9927,0.1205,0
CELL_024,115,2020,12,2020-03-16,1,1,1,9.107,-1.8537,19.365,1.1182,473.6,0.9927,0.1205,0
CELL_025,115,2020,12,2020-03-16,1,1,1,12.093,-3.2123,20.147,0.5265,671.1,0.9927,0.1205,0
CELL_026,115,2020,12,2020-03-16,1,1,1,17.249,-4.6555,19.083,2.3559,319.8,0.9927,0.1205,0
CELL_027,115,2020,12,2020-03-16,1,1,1,11.782,-2.7012,19.567,0.5912,508.5,0.9927,0.1205,0
CELL_028,115,2020,12,2020-03-16,1,1,1,14.013,-3.6931,21.229,0.295,555.4,0.9927,0.1205,0
CELL_029,115,2020,12,2020-03-16,1,1,1,11.761,-3.0887,20.193,1.2527,227.9,0.9927,0.1205,0
CELL_030,115,2020,12,2020-03-16,1,1,1,14.416,-3.8641,20.827,1.2288,564.5,0.9927,0.1205,0
CELL_031,115,2020,12,2020-03-16,1,1,1,8.199,-1.1106,20.363,1.9337,302.3,0.9927,0.1205,0
CELL_032,115,2020,12,2020-03-16,1,1,1,14.084,-3.8351,20.703,0.7991,239.0,0.9927,0.1205,0
CELL_033,115,2020,12,2020-03-16,1,1,1,12.662,-2.9122,18.692,1.3215,769.3,0.9927,0.1205,0
CELL_034,115,2020,12,2020-03-16,1,1,1,7.85,-1.6746,20.607,0.7184,779.4,0.9927,0.1205,0
CELL_035,115,2020,12,2020-03-16,1,1,1,12.678,-3.5339,20.324,0.9434,685.0,0.9927,0.1205,0
CELL_036,115,2020,12,2020-03-16,1,1,1,7.371,-1.6327,21.51,1.2794,382.8,0.9927,0.1205,0
CELL_037,115,2020,12,2020-03-16,1,1,1,8.659,-0.9669,19.034,1.4423,258.6,0.9927,0.1205,0
CELL_038,115,2020,12,2020-03-16,1,1,1,12.658,-2.8733,19.159,0.638,610.5,0.9927,0.1205,0
CELL_039,115,2020,12,2020-03-16,1,1,1,5.5,-0.6205,19.491,1.2521,464.1,0.9927,0.1205,0
CELL_040,115,2020,12,2020-03-16,1,1,1,18.246,-5.4937,19.126,-0.6485,273.2,0.9927,0.1205,0
CELL_041,115,2020,12,2020-03-16,1,1,1,16.16,-4.6172,20.647,0.7914,497.1,0.9927,0.1205,0
CELL_042,115,2020,12,2020-03-16,1,1,1,15.087,-4.0398,21.35,1.185,220.6,0.9927,0.1205,0
CELL_043,115,2020,12,2020-03-16,1,1,1,13.805,-4.1115,19.965,-0.042,745.6,0.9927,0.1205,0
CELL_044,115,2020,12,2020-03-16,1,1,1,7.271,-1.0973,18.534,1.2447,355.3,0.9927,0.1205,0
CELL_045,115,2020,12,2020-03-16,1,1,1,17.639,-4.9994,20.09,0.1771,597.5,0.9927,0.1205,0
CELL_046,115,2020,12,2020-03-16,1,1,1,13.009,-3.0206,18.935,0.5942,387.0,0.9927,0.1205,0
CELL_047,115,2020,12,2020-03-16,1,1,1,17.03,-3.9419,21.839,1.4411,512.0,0.9927,0.1205,0
CELL_048,115,2020,12,2020-03-16,1,1,1,15.675,-4.358,20.263,0.7116,528.0,0.9927,0.1205,0
CELL_049,115,2020,12,2020-03-16,1,1,1,14.824,-4.1568,19.49,-0.2864,310.9,0.9927,0.1205,0
CELL_050,115,2020,12,2020-03-16,0,1,0,5.669,-1.3193,20.015,1.0348,3706.5,0.9927,0.1205,0
CELL_051,115,2020,12,2020-03-16,0,1,0,5.948,-0.8631,21.283,1.696,1566.6,0.9927,0.1205,0
CELL_052,115,2020,12,2020-03-16,0,1,0,2.586,0.0491,21.37,1.5252,1263.7,0.9927,0.1205,0
CELL_053,115,2020,12,2020-03-16,0,1,0,0.0,1.1887,18.816,0.7488,2366.2,0.9927,0.1205,0
CELL_054,115,2020,12,2020-03-16,0,1,0,3.109,0.0209,20.229,0.9254,3954.1,0.9927,0.1205,0
CELL_055,115,2020,12,2020-03-16,0,1,0,4.28,-0.0942,19.887,0.7418,1574.6,0.9927,0.1205,0
CELL_056,115,2020,12,2020-03-16,0,1,0,2.574,-0.4512,19.129,0.4191,2950.8,0.9927,0.1205,0
CELL_057,115,2020,12,2020-03-16,0,1,0,3.735,-0.2663,18.757,0.4118,3237.2,0.9927,0.1205,0
CELL_058,115,2020,12,2020-03-16,0,1,0,7.483,-1.743,21.149,0.2605,1560.4,0.9927,0.1205,0
CELL_059,115,2020,12,2020-03-16,0,1,0,2.62,0.3183,21.268,1.0271,3130.3,0.9927,0.1205,0
CELL_060,115,2020,12,2020-03-16,0,1,0,4.196,-0.3576,19.866,1.2825,1976.9,0.9927,0.1205,0
CELL_061,115,2020,12,2020-03-16,0,1,0,0.108,1.1046,20.164,1.0028,2823.4,0.9927,0.1205,0
CELL_062,115,2020,12,2020-03-16,0,1,0,0.533,0.9606,20.254,1.3433,2827.3,0.9927,0.1205,0
CELL_063,115,2020,12,2020-03-16,0,1,0,5.926,-0.8425,19.45,1.4117,2514.5,0.9927,0.1205,0
CELL_064,115,2020,12,2020-03-16,0,1,0,8.039,-1.494,19.547,0.4025,1088.9,0.9927,0.1205,0
CELL_065,115,2020,12,2020-03-16,0,1,0,0.804,0.1649,19.504,0.8285,3473.0,0.9927,0.1205,0
CELL_066,115,2020,12,2020-03-16,0,1,0,5.821,-1.1113,19.013,0.959,1826.5,0.9927,0.1205,0
CELL_067,115,2020,12,2020-03-16,0,1,0,5.284,-1.0016,20.271,0.7865,1396.9,0.9927,0.1205,0
CELL_068,115,2020,12,2020-03-16,0,1,0,0.67,0.7022,20.775,1.6338,930.5,0.9927,0.1205,0
CELL_069,115,2020,12,2020-03-16,0,1,0,1.038,0.266,18.593,0.9047,2690.9,0.9927,0.1205,0
CELL_070,115,2020,12,2020-03-16,0,1,0,0.527,0.1211,20.818,0.2447,2968.2,0.9927,0.1205,0
CELL_071,115,2020,12,2020-03-16,0,1,0,0.0,1.5723,18.621,1.427,853.1,0.9927,0.1205,0
CELL_072,115,2020,12,2020-03-16,0,1,0,5.09,-0.7373,19.16,0.1095,2438.7,0.9927,0.1205,0
CELL_073,115,2020,12,2020-03-16,0,1,0,3.693,0.3826,19.583,1.7346,1524.8,0.9927,0.1205,0
CELL_074,115,2020,12,2020-03-16,0,1,0,3.164,-0.2115,19.458,0.6331,2864.6,0.9927,0.1205,0
CELL_075,115,2020,12,2020-03-16,0,1,0,3.936,-0.7508,19.997,1.2296,1358.0,0.9927,0.1205,0
CELL_076,115,2020,12,2020-03-16,0,1,0,1.46,0.013,18.233,0.806,3011.0,0.9927,0.1205,0
CELL_077,115,2020,12,2020-03-16,0,1,0,4.496,-0.6465,19.939,1.104,2037.6,0.9927,0.1205,0
CELL_078,115,2020,12,2020-03-16,0,1,0,2.83,-0.2913,21.197,1.8868,3797.5,0.9927,0.1205,0
CELL_079,115,2020,12,2020-03-16,0,1,0,0.0,1.4977,19.616,1.1523,1240.1,0.9927,0.1205,0
CELL_080,115,2020,12,2020-03-16,0,1,0,0.0,0.7578,21.436,0.5779,1891.4,0.9927,0.1205,0
CELL_081,115,2020,12,2020-03-16,0,1,0,4.422,-0.6753,20.904,1.2521,1163.1,0.9927,0.1205,0
CELL_082,115,2020,12,2020-03-16,0,1,0,1.184,0.0364,18.203,0.8498,3759.0,0.9927,0.1205,0
CELL_083,115,2020,12,2020-03-16,0,1,0,6.415,-1.017,19.408,1.4825,3607.5,0.9927,0.1205,0
CELL_084,115,2020,12,2020-03-16,0,1,0,3.218,-0.0693,20.269,1.6601,1625.4,0.9927,0.1205,0
CELL_085,115,2020,12,2020-03-16,0,1,0,4.591,-0.4227,19.77,0.8168,2911.9,0.9927,0.1205,0
CELL_086,115,2020,12,2020-03-16,0,1,0,4.172,-1.0259,20.282,1.1751,3415.1,0.9927,0.1205,0
CELL_087,115,2020,12,2020-03-16,0,1,0,2.548,0.6152,18.928,2.2349,2576.6,0.9927,0.1205,0
CELL_088,115,2020,12,2020-03-16,0,1,0,6.666,-1.6941,20.283,1.2002,2494.9,0.9927,0.1205,0
CELL_089,115,2020,12,2020-03-16,0,1,0,2.517,0.2851,19.049,1.0248,1573.9,0.9927,0.1205,0
CELL_090,115,2020,12,2020-03-16,0,1,0,7.575,-1.4621,19.184,1.5089,1097.9,0.9927,0.1205,0
CELL_091,115,2020,12,2020-03-16,0,1,0,2.227,-0.2146,20.673,1.248,3671.1,0.9927,0.1205,0
CELL_092,115,2020,12,2020-03-16,0,1,0,4.988,-1.6341,20.027,-0.0755,3681.3,0.9927,0.1205,0
CELL_093,115,2020,12,2020-03-16,0,1,0,4.063,-0.3906,19.021,1.667,2825.9,0.9927,0.1205,0
CELL_094,115,2020,12,2020-03-16,0,1,0,3.624,0.2324,20.122,1.3485,1884.9,0.9927,0.1205,0
CELL_095,115,2020,12,2020-03-16,0,1,0,7.005,-1.3054,21.35,1.3468,1917.5,0.9927,0.1205,0
CELL_096,115,2020,12,2020-03-16,0,1,0,5.935,-1.0625,17.856,0.768,3123.1,0.9927,0.1205,0
CELL_097,115,2020,12,2020-03-16,0,1,0,4.021,-1.0813,19.936,1.1626,3670.8,0.9927,0.1205,0
CELL_098,115,2020,12,2020-03-16,0,1,0,1.592,-0.0462,19.01,1.7812,3638.7,0.9927,0.1205,0
CELL_099,115,2020,12,2020-03-16,0,1,0,3.196,-0.5158,20.04,0.1998,3295.6,0.9927,0.1205,0
CELL_000,116,2020,13,2020-03-23,1,1,1,13.774,-3.3612,19.65,1.8417,424.7,1.0,-0.0,0
CELL_001,116,2020,13,2020-03-23,1,1,1,6.15,-1.072,19.65,0.9955,770.4,1.0,-0.0,0
CELL_002,116,2020,13,2020-03-23,1,1,1,6.455,-1.133,20.631,0.8653,639.2,1.0,-0.0,0
CELL_003,116,2020,13,2020-03-23,1,1,1,19.146,-5.183,20.039,1.3067,559.2,1.0,-0.0,0
CELL_004,116,2020,13,2020-03-23,1,1,1,11.923,-2.7976,19.368,1.0996,293.6,1.0,-0.0,0
CELL_005,116,2020,13,2020-03-23,1,1,1,6.835,-1.1096,19.869,1.5147,293.6,1.0,-0.0,0
CELL_006,116,2020,13,2020-03-23,1,1,1,8.452,-1.4637,20.491,0.8805,234.9,1.0,-0.0,0
CELL_007,116,2020,13,2020-03-23,1,1,1,13.473,-3.2774,20.534,1.3018,719.7,1.0,-0.0,0
CELL_008,116,2020,13,2020-03-23,1,1,1,4.858,-0.3045,19.514,0.8927,560.7,1.0,-0.0,0
CELL_009,116,2020,13,2020-03-23,1,1,1,8.873,-1.436,20.805,1.5531,624.8,1.0,-0.0,0
CELL_010,116,2020,13,2020-03-23,1,1,1,15.412,-4.1261,19.917,0.7531,212.4,1.0,-0.0,0
CELL_011,116,2020,13,2020-03-23,1,1,1,13.886,-3.8105,19.407,0.9207,781.9,1.0,-0.0,0
CELL_012,116,2020,13,2020-03-23,1,1,1,12.803,-2.9668,20.637,0.867,699.5,1.0,-0.0,0
CELL_013,116,2020,13,2020-03-23,1,1,1,5.465,-0.6174,20.712,0.7733,327.4,1.0,-0.0,0
CELL_014,116,2020,13,2020-03-23,1,1,1,13.922,-3.6119,20.362,0.9438,309.1,1.0,-0.0,0
CELL_015,116,2020,13,2020-03-23,1,1,1,7.413,-1.2219,20.076,1.2449,310.0,1.0,-0.0,0
CELL_016,116,2020,13,2020-03-23,1,1,1,7.974,-1.4171,20.21,0.9584,382.5,1.0,-0.0,0
CELL_017,116,2020,13,2020-03-23,1,1,1,8.236,-1.6678,19.764,1.4266,514.9,1.0,-0.0,0
CELL_018,116,2020,13,2020-03-23,1,1,1,13.469,-3.3792,19.033,0.2186,459.2,1.0,-0.0,0
CELL_019,116,2020,13,2020-03-23,1,1,1,14.383,-3.6957,19.731,1.4232,374.7,1.0,-0.0,0
CELL_020,116,2020,13,2020-03-23,1,1,1,11.311,-2.4543,19.407,0.5238,567.1,1.0,-0.0,0
CELL_021,116,2020,13,2020-03-23,1,1,1,11.059,-2.757,20.914,-0.4762,283.7,1.0,-0.0,0
CELL_022,116,2020,13,2020-03-23,1,1,1,7.656,-1.9161,19.927,0.3543,375.3,1.0,-0.0,0
CELL_023,116,2020,13,2020-03-23,1,1,1,11.179,-2.603,20.194,1.1116,419.8,1.0,-0.0,0
CELL_024,116,2020,13,2020-03-23,1,1,1,10.352,-2.2457,19.531,0.8318,473.6,1.0,-0.0,0
CELL_025,116,2020,13,2020-03-23,1,1,1,8.013,-2.2064,21.069,0.3728,671.1,1.0,-0.0,0
CELL_026,116,2020,13,2020-03-23,1,1,1,12.822,-3.6011,20.547,0.9496,319.8,1.0,-0.0,0
CELL_027,116,2020,13,2020-03-23,1,1,1,10.13,-1.9112,19.741,1.2797,508.5,1.0,-0.0,0
CELL_028,116,2020,13,2020-03-23,1,1,1,19.957,-5.6486,19.054,0.0686,555.4,1.0,-0.0,0
CELL_029,116,2020,13,2020-03-23,1,1,1,14.285,-3.6801,18.979,0.3626,227.9,1.0,-0.0,0
CELL_030,116,2020,13,2020-03-23,1,1,1,17.377,-5.1284,19.299,1.0435,564.5,1.0,-0.0,0
CELL_031,116,2020,13,2020-03-23,1,1,1,10.629,-2.2465,19.909,1.7338,302.3,1.0,-0.0,0
CELL_032,116,2020,13,2020-03-23,1,1,1,13.142,-2.9385,19.383,1.0452,239.0,1.0,-0.0,0
CELL_033,116,2020,13,2020-03-23,1,1,1,14.511,-4.1118,21.568,1.1988,769.3,1.0,-0.0,0
CELL_034,116,2020,13,2020-03-23,1,1,1,8.522,-1.9199,20.373,1.1947,779.4,1.0,-0.0,0
CELL_035,116,2020,13,2020-03-23,1,1,1,11.721,-2.4138,19.523,1.5352,685.0,1.0,-0.0,0
CELL_036,116,2020,13,2020-03-23,1,1,1,15.175,-4.1126,20.341,0.6058,382.8,1.0,-0.0,0
CELL_037,116,2020,13,2020-03-23,1,1,1,5.928,-0.7294,21.205,1.3665,258.6,1.0,-0.0,0
CELL_038,116,2020,13,2020-03-23,1,1,1,12.341,-2.8359,18.823,1.2962,610.5,1.0,-0.0,0
CELL_039,116,2020,13,2020-03-23,1,1,1,6.549,-0.5023,18.497,1.3784,464.1,1.0,-0.0,0
CELL_040,116,2020,13,2020-03-23,1,1,1,14.019,-3.6072,19.87,0.7603,273.2,1.0,-0.0,0
CELL_041,116,2020,13,2020-03-23,1,1,1,13.9,-3.9512,19.12,1.6843,497.1,1.0,-0.0,0
